102123	ταβαίτας	A	I	1	a	wooden bowl	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:14:500d
102795	τείνω	A	I	4	a	aim at, direct towards	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:581b
102795	τείνω	A	II	1	a	stretch out in length, lay	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:96
102795	τείνω	A	II	1	a	stretch out in length, lay	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:13:655
102795	τείνω	A	II	1	a	stretch out in length, lay	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4:536
102795	τείνω	A	II	1	a	stretch out in length, lay	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:544
102795	τείνω	A	II	1	a	stretch out in length, lay	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:22:200
102795	τείνω	A	II	1	a	stretch out in length, lay	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:307
102795	τείνω	A	II	1	a	stretch out in length, lay	urn:cts:greekLit:tlg1342.tlg001:135
102795	τείνω	A	II	1	a	stretch out in length, lay	urn:cts:greekLit:tlg1342.tlg001:100:2
102795	τείνω	A	II	1	a	stretch out in length, lay	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:763c
102795	τείνω	A	II	1	a	stretch out in length, lay	urn:cts:greekLit:tlg0086.tlg014:513b:3
102795	τείνω	A	II	1	a	stretch out in length, lay	urn:cts:greekLit:tlg0086.tlg030:692b:20
102795	τείνω	A	II	1	a	stretch out in length, lay	http://www.trismegistos.org/text/63696
102795	τείνω	A	II	1	a	stretch out in length, lay	http://www.trismegistos.org/text/10279
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:1494
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:720
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:4:107
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:4:1049
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:21:48
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:1:1009
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:4:127
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:4:705
102795	τείνω	A	II	2	a	stretch	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:4:1155
102795	τείνω	A	II	3	a	extend, lengthen	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:537
102795	τείνω	A	II	3	a	extend, lengthen	urn:cts:greekLit:tlg0006.tlg003.perseus-grc1:670
102795	τείνω	A	II	3	a	extend, lengthen	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:625
102795	τείνω	A	II	3	a	extend, lengthen	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:510
102795	τείνω	A	II	3	a	extend, lengthen	urn:cts:greekLit:tlg0006.tlg007.perseus-grc1:1177
102795	τείνω	A	II	3	a	extend, lengthen	urn:cts:greekLit:tlg0006.tlg003.perseus-grc1:201
102795	τείνω	A	II	3	a	extend, lengthen	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:1296
102795	τείνω	A	II	3	a	extend, lengthen	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:1040
102795	τείνω	B	I	1	a	stretch out	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:6
102795	τείνω	B	I	1	a	stretch out	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:8
102795	τείνω	B	I	1	a	stretch out	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:38
102795	τείνω	B	I	1	a	stretch out	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:113
102795	τείνω	B	I	1	a	stretch out	urn:cts:greekLit:tlg0032.tlg009.perseus-grc1:2:17
102795	τείνω	B	I	1	a	stretch out	urn:cts:greekLit:tlg0006.tlg017.perseus-grc1:936
102795	τείνω	B	I	1	a	stretch out	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:2:354
102795	τείνω	B	I	1	a	stretch out	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:64
102795	τείνω	B	I	1	a	stretch out	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:8
102795	τείνω	B	II	1	a	exert oneself, struggle	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:492d
102795	τείνω	B	II	1	a	exert oneself, struggle	urn:cts:greekLit:tlg0006.tlg008.perseus-grc1:720
102795	τείνω	B	II	1	a	exert oneself, struggle	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:1129
102795	τείνω	B	II	1	a	exert oneself, struggle	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:711
102795	τείνω	B	II	1	a	exert oneself, struggle	urn:cts:greekLit:tlg0019.tlg008.perseus-grc1:1205
102795	τείνω	B	II	1	a	exert oneself, struggle	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:4:3:21
102795	τείνω	B	II	1	a	exert oneself, struggle	urn:cts:greekLit:tlg0062.tlg035:6
102795	τείνω	B	II	1	a	exert oneself, struggle	urn:cts:greekLit:tlg0062.tlg021:22
102795	τείνω	B	III	1	a	extend to, reach	urn:cts:greekLit:tlg0059.tlg006.perseus-grc1:186c
102795	τείνω	B	III	1	a	extend to, reach	urn:cts:greekLit:tlg0059.tlg011.perseus-grc1:186b
102795	τείνω	B	III	1	a	extend to, reach	urn:cts:greekLit:tlg0086.tlg014:492a:20
102795	τείνω	B	III	1	a	extend to, reach	urn:cts:greekLit:tlg0086.tlg014:513a:2
102795	τείνω	B	III	1	a	extend to, reach	urn:cts:greekLit:tlg0059.tlg031:65c
102795	τείνω	B	III	1	a	extend to, reach	urn:cts:greekLit:tlg1319.tlg001:6
102795	τείνω	B	III	2	a	tend, refer, belong to	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:6:109
102795	τείνω	B	III	2	a	tend, refer, belong to	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:135
102795	τείνω	B	III	2	a	tend, refer, belong to	urn:cts:greekLit:tlg0006.tlg015.perseus-grc1:435
102795	τείνω	B	III	2	a	tend, refer, belong to	urn:cts:greekLit:tlg0006.tlg005.perseus-grc1:797
102795	τείνω	B	III	2	a	tend, refer, belong to	urn:cts:greekLit:tlg0059.tlg003.perseus-grc1:47c
102795	τείνω	B	III	2	a	tend, refer, belong to	urn:cts:greekLit:tlg0059.tlg006.perseus-grc1:163a
102795	τείνω	B	III	2	a	tend, refer, belong to	urn:cts:greekLit:tlg0014.tlg010.perseus-grc1:54
102795	τείνω	B	III	2	a	tend, refer, belong to	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:499a
102795	τείνω	B	III	2	a	tend, refer, belong to	urn:cts:greekLit:tlg0059.tlg011.perseus-grc1:188d
102795	τείνω	B	III	2	a	tend, refer, belong to	urn:cts:greekLit:tlg0059.tlg022:345b
102795	τείνω	B	III	2	a	tend, refer, belong to	urn:cts:greekLit:tlg0059.tlg005.perseus-grc1:439c
102795	τείνω	B	III	3	a	come near to, to be like	urn:cts:greekLit:tlg0059.tlg006.perseus-grc1:169b
102795	τείνω	B	III	3	a	come near to, to be like	urn:cts:greekLit:tlg0059.tlg005.perseus-grc1:402c
102795	τείνω	B	III	3	a	come near to, to be like	urn:cts:greekLit:tlg0059.tlg004.perseus-grc1:65a
102795	τείνω	B	III	3	a	come near to, to be like	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:548d
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6:255
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8:102
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:24:489
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4:315
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:13:251
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:16:510
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:15:61
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:1:342
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:796
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:441
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0020.tlg007:105
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0377.tlg001:1:6
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0255.tlg001:1:7
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:350
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0006.tlg019.perseus-grc1:799
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:17:376
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:745
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:242
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:352
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:11:801
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6:387
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:1:52
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0266.tlg001:6
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:960
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0006.tlg006.perseus-grc1:114
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0545.tlg001:14:11
102797	τείρω	A	I	1	a	oppress, distress, weaken	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102798	τείρων	A	I	1	a	tiro, recruit	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102798	τείρων	A	I	1	a	tiro, recruit	Perseus:abo:pap,P.Lips.:34:29
102798	τείρων	A	I	1	a	tiro, recruit	Perseus:abo:pap,P.Lips.:p.87
102799	τειχάριον	A	I	1	a	wall	Perseus:abo:pap,P.Ryl.:125:7
102800	τειχεσιπλήτης	A	I	1	a	approacher of walls	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:31
102800	τειχεσιπλήτης	A	I	1	a	approacher of walls	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:455
102800	τειχεσιπλήτης	A	I	1	a	approacher of walls	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102801	τειχέω	A	I	1	a	build walls	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:99
102801	τειχέω	A	I	1	a	build walls	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:7
102801	τειχέω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:8:40
102801	τειχέω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:8
102801	τειχέω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:5:23
102803	τειχήρης	A	I	1	a	beleaguered, besieged	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:162
102803	τειχήρης	A	I	1	a	beleaguered, besieged	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:2:101
102803	τειχήρης	A	I	1	a	beleaguered, besieged	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:25
102803	τειχήρης	A	I	1	a	beleaguered, besieged	urn:cts:greekLit:tlg0027.tlg003.perseus-grc1:21
102803	τειχήρης	A	I	1	a	beleaguered, besieged	urn:cts:greekLit:tlg0032.tlg001.perseus-grc1:5:3:2
102803	τειχήρης	A	I	1	a	beleaguered, besieged	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:21:10:6
102803	τειχήρης	A	I	1	a	beleaguered, besieged	urn:cts:greekLit:tlg0081.tlg001:6:50
102803	τειχήρης	A	I	2	a	walled, fortified	urn:cts:greekLit:tlg0527.tlg004:13:20
102803	τειχήρης	A	I	2	a	walled, fortified	urn:cts:greekLit:tlg0527.tlg004:19
102803	τειχήρης	A	I	2	a	walled, fortified	urn:cts:greekLit:tlg0527.tlg005:9:1
102803	τειχήρης	A	I	2	a	walled, fortified	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:13:1:7
102803	τειχήρης	A	I	2	a	walled, fortified	urn:cts:greekLit:tlg0638.tlg004:10:7
102803	τειχήρης	A	I	3	a	corona vallaris	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102805	τειχίζω	A	I	1	a	build a wall	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:7:449
102805	τειχίζω	A	I	1	a	build a wall	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:838
102805	τειχίζω	A	I	1	a	build a wall	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:64
102805	τειχίζω	A	I	1	a	build a wall	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:5:82
102805	τειχίζω	A	I	1	a	build a wall	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:7:449
102805	τειχίζω	A	I	1	a	build a wall	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:105
102805	τειχίζω	A	I	1	a	build a wall	urn:cts:greekLit:tlg0027.tlg003.perseus-grc1:38
102805	τειχίζω	A	I	1	a	build a wall	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:11
102805	τειχίζω	A	I	1	a	build a wall	urn:cts:greekLit:tlg0033.tlg004.perseus-grc1:5(4).44
102805	τειχίζω	A	I	1	a	build a wall	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:6:9
102805	τειχίζω	A	I	2	a	form a	urn:cts:greekLit:tlg0015.tlg001:6:5:10
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:175
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0027.tlg003.perseus-grc1:5
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:93
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:6:101
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:6
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0014.tlg018.perseus-grc1:299
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0026.tlg003.perseus-grc1:84
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0014.tlg001.perseus-grc1:22
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:3
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:93
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:9
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:181
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0010.tlg010.perseus-grc1:12
102805	τειχίζω	A	II	1	a	wall, fortify	urn:cts:greekLit:tlg0014.tlg019.perseus-grc1:84
102806	τειχικὸς	A	I	1	a	corona vallaris,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102806	τειχικὸς	A	I	1	a	corona vallaris,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102807	τειχιόεις	A	I	1	a	high-walled	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:559
102807	τειχιόεις	A	I	1	a	high-walled	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:646
102808	τειχίον	A	I	1	a	wall	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:16:165
102808	τειχίον	A	I	1	a	wall	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:343
102808	τειχίον	A	I	1	a	wall	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102808	τειχίον	A	I	1	a	wall	urn:cts:greekLit:tlg0019.tlg010.perseus-grc1:497
102808	τειχίον	A	I	1	a	wall	urn:cts:greekLit:tlg0019.tlg004.perseus-grc1:1109
102808	τειχίον	A	I	1	a	wall	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:6:66
102808	τειχίον	A	I	1	a	wall	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:7:81
102808	τειχίον	A	I	1	a	wall	urn:cts:greekLit:tlg0058.tlg001.perseus-grc1:2:2
102808	τειχίον	A	I	1	a	wall	Perseus:abo:pap,P.Hal.:1:88
102808	τειχίον	A	I	1	a	wall	Perseus:abo:pap,P.Hal.:91
102808	τειχίον	A	I	1	a	wall	urn:cts:greekLit:tlg0032.tlg013.perseus-grc1:3:7
102808	τειχίον	A	I	1	a	wall	urn:cts:greekLit:tlg0032.tlg012.perseus-grc1:6:5
102809	τείχισις	A	I	1	a	the work of walling, wallbuilding	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:7:6
102809	τείχισις	A	I	1	a	the work of walling, wallbuilding	urn:cts:greekLit:tlg0032.tlg001.perseus-grc1:6:5:4
102810	τείχισμα	A	I	1	a	wall	urn:cts:greekLit:tlg0006.tlg009.perseus-grc1:1096
102810	τείχισμα	A	I	1	a	wall	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:8
102810	τείχισμα	A	I	1	a	wall	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:115
102810	τείχισμα	A	I	1	a	wall	urn:cts:greekLit:tlg0147.tlg001: iv 1
102812	τειχιστέον	A	I	1	a	one must fortify	urn:cts:greekLit:tlg2200.tlg006:2
102813	τειχιστής	A	I	1	a	builder, mason	urn:cts:greekLit:tlg0527.tlg014:12:12(13)
102813	τειχιστής	A	I	1	a	builder, mason	urn:cts:greekLit:tlg2200.tlg006:2:2
102814	τειχοδομέω	A	I	1	a	build a wall,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102814	τειχοδομέω	A	I	1	a	build a wall,	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:8:6:15
102814	τειχοδομέω	A	I	1	a	build a wall,	urn:cts:greekLit:tlg0542.tlg001:7:118
102815	τειχοδόμημα	A	I	1	a	wall	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102816	τειχοδομία	A	I	1	a	building of walls	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102816	τειχοδομία	A	I	1	a	building of walls	urn:cts:greekLit:tlg0007.tlg038:18
102817	τειχόδομος	A	I	1	a	building walls	urn:cts:greekLit:tlg2583.tlg001:4:291
102817	τειχόδομος	A	I	1	a	building walls	urn:cts:greekLit:tlg0542.tlg001:1:161
102818	τειχοκαταλύτης	A	I	1	a	demolisher of walls	urn:cts:greekLit:tlg0845.tlg002:57:3
102819	τειχοκρατέω	A	I	1	a	gain possession of a wall	urn:cts:greekLit:tlg1620.tlg001:4:2:18
102820	τειχολέτις	A	I	1	a	destroyer of walls	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102820	τειχολέτις	A	I	1	a	destroyer of walls	urn:cts:greekLit:tlg0007.tlg002:17
102821	τειχομαχέω	A	I	1	a	fight the walls	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:70
102821	τειχομαχέω	A	I	1	a	fight the walls	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:7:79
102821	τειχομαχέω	A	I	1	a	fight the walls	urn:cts:greekLit:tlg0032.tlg001.perseus-grc1:1:1:14
102821	τειχομαχέω	A	I	1	a	fight the walls	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:481
102821	τειχομαχέω	A	I	1	a	fight the walls	urn:cts:greekLit:tlg0007.tlg015:28
102821	τειχομαχέω	A	I	1	a	fight the walls	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:102
102821	τειχομαχέω	A	I	1	a	fight the walls	urn:cts:greekLit:tlg0551.tlg008.perseus-grc1:92
102822	τειχομάχης	A	I	1	a	storming walls, besieger	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:570
102823	τειχομαχία	A	I	1	a	battle with walls	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:70
102823	τειχομαχία	A	I	1	a	battle with walls	urn:cts:greekLit:tlg2003.tlg001:2:65d
102823	τειχομαχία	A	I	1	a	battle with walls	urn:cts:greekLit:tlg0059.tlg027:539b
102824	τειχομαχικός	A	I	1	a	of	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:480
102824	τειχομαχικός	A	I	1	a	of	urn:cts:greekLit:tlg0087.tlg036:148
102825	τειχόμαχος	A	I	1	a	defending a wall	urn:cts:greekLit:tlg0551.tlg007.perseus-grc1:93
102825	τειχόμαχος	A	I	1	a	defending a wall	urn:cts:greekLit:tlg0551.tlg017.perseus-grc1:5:36
102825	τειχόμαχος	A	I	1	a	defending a wall	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102826	τειχομελής	A	I	1	a	walling by music	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102826	τειχομελής	A	I	1	a	walling by music	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102828	τειχοποιέω	A	I	1	a	build walls	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102828	τειχοποιέω	A	I	1	a	build walls	urn:cts:greekLit:tlg0542.tlg001:7:118
102828	τειχοποιέω	A	I	1	a	build walls	urn:cts:greekLit:tlg1599.tlg001:84:4
102828	τειχοποιέω	A	II	1	a	hold the office of	urn:cts:greekLit:tlg1599.tlg001:2
102828	τειχοποιέω	A	II	1	a	hold the office of	urn:cts:greekLit:tlg0007.tlg054.perseus-grc1:18
102829	τειχοποιία	A	I	1	a	building of walls	urn:cts:greekLit:tlg0058.tlg001.perseus-grc1:8:3
102829	τειχοποιία	A	I	1	a	building of walls	urn:cts:greekLit:tlg1599.tlg001:86:3
102829	τειχοποιία	A	I	1	a	building of walls	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:13:35
102829	τειχοποιία	A	I	1	a	building of walls	urn:cts:greekLit:tlg0526.tlg004.perseus-grc1:5:2:5
102829	τειχοποιία	A	I	1	a	building of walls	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102830	τειχοποιικός	A	I	1	a	for building walls	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102830	τειχοποιικός	A	I	1	a	for building walls	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102831	τειχοποιός	A	I	1	a	builder of walls	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:617
102831	τειχοποιός	A	I	1	a	builder of walls	urn:cts:greekLit:tlg0062.tlg045:41
102831	τειχοποιός	A	I	1	a	builder of walls	urn:cts:greekLit:tlg0542.tlg001:1:161
102831	τειχοποιός	A	II	1	a	officers chosen to repair the city-walls,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102831	τειχοποιός	A	II	1	a	officers chosen to repair the city-walls,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102831	τειχοποιός	A	II	1	a	officers chosen to repair the city-walls,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:1005
102831	τειχοποιός	A	II	1	a	officers chosen to repair the city-walls,	urn:cts:greekLit:tlg0014.tlg018.perseus-grc1:55
102831	τειχοποιός	A	II	1	a	officers chosen to repair the city-walls,	urn:cts:greekLit:tlg0026.tlg003.perseus-grc1:24
102831	τειχοποιός	A	II	1	a	officers chosen to repair the city-walls,	urn:cts:greekLit:tlg0086.tlg035.perseus-grc1:1321b:26
102831	τειχοποιός	A	II	1	a	officers chosen to repair the city-walls,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102831	τειχοποιός	A	II	1	a	officers chosen to repair the city-walls,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:21:295
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:446
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:6:9
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:12:4
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:25
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:20:145
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:12
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0006.tlg011.perseus-grc1:1087
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:93
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:141
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:8:51
102832	τεῖχος	A	I	1	a	wall	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:65
